Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Info,postal,Latitude_rad,Longitude_rad,Coord_rad
Marina Square,"6 Raffles Boulevard, S(039594)","\$2.20/hr for 1st 2hr, \$1.10 for next subsequent 30min from 7am to 5pm from Mon to Thurs","\$2.20/entry from 5pm to 2am the following day, \$1.10/30min from 2am to 7am from Mon to Thurs","\$2.40/hr for 1st 2hr, \$1.20/hr for next subsequent 2hr, \$1.40/30min from 7am to 2am the following day, \$1.10/30min from 2am to 7am from Fri to Sun","\$2.40/hr for 1st 2hr, \$1.20 for next subsequent 2hr, \$1.40/30min from 7am to 2am the following day, \$1.10/30min from 2am to 7am from Fri to Sun","<b>Carpark: </b>Marina Square
<b>Address: </b>6 Raffles Boulevard, S(039594)
<b>Mon-Fri before 5/6pm: </b>\$2.20/hr for 1st 2hr, \$1.10 for next subsequent 30min from 7am to 5pm from Mon to Thurs
<b>Mon-Fri after 5/6pm: </b>\$2.20/entry from 5pm to 2am the following day, \$1.10/30min from 2am to 7am from Mon to Thurs
<b>Sat: </b>\$2.40/hr for 1st 2hr, \$1.20/hr for next subsequent 2hr, \$1.40/30min from 7am to 2am the following day, \$1.10/30min from 2am to 7am from Fri to Sun
<b>Sun/ Public Holiday: </b>\$2.40/hr for 1st 2hr, \$1.20 for next subsequent 2hr, \$1.40/30min from 7am to 2am the following day, \$1.10/30min from 2am to 7am from Fri to Sun",039594,0.022532008657029073,1.8126539665331942,"(0.022532008657029073, 1.8126539665331942)"
Manulife Centre,"51 Bras Basah Road, S(189554)","\$2.40 for 1st hr, \$1.45 for next subsequent 30min from 7.01am to 5.00pm",\$2.90/entry from 5.01pm to 7.00am the following day,Charges same as weekdays,\$2.90/4hr block from 7.01am to 7.00am the following day,"<b>Carpark: </b>Manulife Centre
<b>Address: </b>51 Bras Basah Road, S(189554)
<b>Mon-Fri before 5/6pm: </b>\$2.40 for 1st hr, \$1.45 for next subsequent 30min from 7.01am to 5.00pm
<b>Mon-Fri after 5/6pm: </b>\$2.90/entry from 5.01pm to 7.00am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.90/4hr block from 7.01am to 7.00am the following day",189554,0.022652959974192283,1.812528651892901,"(0.022652959974192283, 1.8125286518929009)"
People's Park Centre,"101 Upper Cross Street, S(058357)",\$1.61/30min from 7am to 5pm,\$2.68/entry from 5.01pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>People's Park Centre
<b>Address: </b>101 Upper Cross Street, S(058357)
<b>Mon-Fri before 5/6pm: </b>\$1.61/30min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.68/entry from 5.01pm to 6.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",058357,0.022439682484927826,1.8124137882841687,"(0.022439682484927826, 1.8124137882841687)"
OCBC Centre,"65 Chulia Street, S(049513)",\$2.20/30min from 6am to 6pm,"\$3.30/entry from 6pm to 12midnight, \$3.30/hr from 12midnight to 6am the following day","\$3.30/entry from 6am to 12midnight, \$3.30/hr from 12midnight to 6am the following day","\$3.30/entry from 6am to 12midnight, \$3.30/hr from 12midnight to 6am the following day","<b>Carpark: </b>OCBC Centre
<b>Address: </b>65 Chulia Street, S(049513)
<b>Mon-Fri before 5/6pm: </b>\$2.20/30min from 6am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$3.30/entry from 6pm to 12midnight, \$3.30/hr from 12midnight to 6am the following day
<b>Sat: </b>\$3.30/entry from 6am to 12midnight, \$3.30/hr from 12midnight to 6am the following day
<b>Sun/ Public Holiday: </b>\$3.30/entry from 6am to 12midnight, \$3.30/hr from 12midnight to 6am the following day",049513,0.022434427298550073,1.8125162251486269,"(0.022434427298550073, 1.8125162251486269)"
Odeon Katong Shopping Centre,"11 East Coast Road, S(428722)",\$1.20/hr from 8am to 5pm,\$2.50/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.50/entry from 8am to 8am the following day,"<b>Carpark: </b>Odeon Katong Shopping Centre
<b>Address: </b>11 East Coast Road, S(428722)
<b>Mon-Fri before 5/6pm: </b>\$1.20/hr from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.50/entry from 5pm to 8am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.50/entry from 8am to 8am the following day",428722,0.02276986212749086,1.813430044638386,"(0.02276986212749086, 1.813430044638386)"
Orchard Point,"160 Orchard Road, S(238842)","\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 8am to 9.59pm","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 10pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Orchard Point
<b>Address: </b>160 Orchard Road, S(238842)
<b>Mon-Fri before 5/6pm: </b>\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 8am to 9.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 10pm to 7.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",238842,0.0227151111488558,1.81236352629237,"(0.022715111148855799, 1.8123635262923701)"
Fullerton Hotel,"1 Fullerton Square, S(049178)",\$1.07/10min from 7.01am to 6pm,"\$5.00/entry from 6.01pm to 12midnight, Additional \$7.00/entry from 12.01am to 7am the following day","\$5.00/entry from 7.01am to 12midnight the following day, Additional \$7.00/entry from 12.01am to 7am the following day","\$5.00/entry from 7.01am to 12midnight the following day, Additional \$7.00/entry from 12.01am to 7am the following day","<b>Carpark: </b>Fullerton Hotel
<b>Address: </b>1 Fullerton Square, S(049178)
<b>Mon-Fri before 5/6pm: </b>\$1.07/10min from 7.01am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$5.00/entry from 6.01pm to 12midnight, Additional \$7.00/entry from 12.01am to 7am the following day
<b>Sat: </b>\$5.00/entry from 7.01am to 12midnight the following day, Additional \$7.00/entry from 12.01am to 7am the following day
<b>Sun/ Public Holiday: </b>\$5.00/entry from 7.01am to 12midnight the following day, Additional \$7.00/entry from 12.01am to 7am the following day",049178,0.022450693767178658,1.8125756012497796,"(0.022450693767178658, 1.8125756012497796)"
Claymore Connect,"442 Orchard Road, S(238879)","\$3.00 for 1st hr or part thereof, \$1.50 for next subsequent 30min from 7am to 6pm",\$5.50/entry from 6pm to 7am the following day,Charges same as weekdays,\$5.50/entry from 7am to 7am the following day,"<b>Carpark: </b>Claymore Connect
<b>Address: </b>442 Orchard Road, S(238879)
<b>Mon-Fri before 5/6pm: </b>\$3.00 for 1st hr or part thereof, \$1.50 for next subsequent 30min from 7am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$5.50/entry from 6pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$5.50/entry from 7am to 7am the following day",238879,0.02282269324394873,1.8121498805386334,"(0.022822693243948731, 1.8121498805386334)"
Orchard Parade Hotel,"1 Tanglin Road, S(247905)","\$5.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 6pm",\$5.00/entry from 6pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Orchard Parade Hotel
<b>Address: </b>1 Tanglin Road, S(247905)
<b>Mon-Fri before 5/6pm: </b>\$5.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$5.00/entry from 6pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",247905,0.022809428741633574,1.8121293729199224,"(0.022809428741633574, 1.8121293729199224)"
Orchard Plaza,"150 Orchard Road, S(238841)",\$1.39/30min from 7am to 5pm,"\$3.85 for 1st 3hr, \$1.39 for next subsequent 30min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Orchard Plaza
<b>Address: </b>150 Orchard Road, S(238841)
<b>Mon-Fri before 5/6pm: </b>\$1.39/30min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$3.85 for 1st 3hr, \$1.39 for next subsequent 30min from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",238841,0.022711690303521888,1.8123727416308204,"(0.022711690303521888, 1.8123727416308204)"
Orchard Towers,"400 Orchard Road, S(238875)",\$5.00/hr from 7am to 5.59pm,"\$9.00/entry from 6pm to 1.59am the following day, \$9.00/entry from 2am to 6.59am the following day",Charges same as weekdays,"\$9.00/entry from 7am to 1.59am the following day, \$9.00/entry from 2am to 6.59am the following day","<b>Carpark: </b>Orchard Towers
<b>Address: </b>400 Orchard Road, S(238875)
<b>Mon-Fri before 5/6pm: </b>\$5.00/hr from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$9.00/entry from 6pm to 1.59am the following day, \$9.00/entry from 2am to 6.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$9.00/entry from 7am to 1.59am the following day, \$9.00/entry from 2am to 6.59am the following day",238875,0.02281129624393321,1.8121562160838178,"(0.022811296243933209, 1.8121562160838178)"
Oriental Plaza,"291 New Bridge Road, S(088756)","\$2.30 for 1st hr, \$1.50 for next subsequent 30min from 8am to 5pm",\$2.50/entry from 5pm to 7.59am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Oriental Plaza
<b>Address: </b>291 New Bridge Road, S(088756)
<b>Mon-Fri before 5/6pm: </b>\$2.30 for 1st hr, \$1.50 for next subsequent 30min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.50/entry from 5pm to 7.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",088756,0.022372764816077112,1.812385081108632,"(0.022372764816077112, 1.8123850811086319)"
Mandarin Oriental Singapore,"5 Raffles Avenue, S(039797)",Valet parking at \$15.00 per entry,Valet parking at \$15.00 per entry,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Mandarin Oriental Singapore
<b>Address: </b>5 Raffles Avenue, S(039797)
<b>Mon-Fri before 5/6pm: </b>Valet parking at \$15.00 per entry
<b>Mon-Fri after 5/6pm: </b>Valet parking at \$15.00 per entry
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",039797,0.022526144350742374,1.8126700218169833,"(0.022526144350742374, 1.8126700218169833)"
Novotel Clarke Quay,"177A River Valley Road, S(179031)",\$1.28/hr from 7am to 6pm,\$3.28/entry from 6pm to 7am the following day,Charges same as weekdays but \$3.21/entry after 1pm,Charges same as weekdays but \$3.28/entry from 1pm to 7am the following day,"<b>Carpark: </b>Novotel Clarke Quay
<b>Address: </b>177A River Valley Road, S(179031)
<b>Mon-Fri before 5/6pm: </b>\$1.28/hr from 7am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$3.28/entry from 6pm to 7am the following day
<b>Sat: </b>Charges same as weekdays but \$3.21/entry after 1pm
<b>Sun/ Public Holiday: </b>Charges same as weekdays but \$3.28/entry from 1pm to 7am the following day",179031,0.022535726208335823,1.8124244731898496,"(0.022535726208335823, 1.8124244731898496)"
NTUC Income Centre,"75 Bras Basah Road, S(189557)",\$1.10/30min from 7am to 5pm,"\$2.14/entry from 5pm to 11pm, Car Park closed after 11pm daily",Charges same as weekdays,"\$2.14/entry from 7am to 11pm, Car Park closed after 11pm daily","<b>Carpark: </b>NTUC Income Centre
<b>Address: </b>75 Bras Basah Road, S(189557)
<b>Mon-Fri before 5/6pm: </b>\$1.10/30min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.14/entry from 5pm to 11pm, Car Park closed after 11pm daily
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.14/entry from 7am to 11pm, Car Park closed after 11pm daily",189557,0.022627338540773007,1.8125521091180479,"(0.022627338540773007, 1.8125521091180479)"
NTUC Income Tampines Point,"2 Tampines Central 6, S(529483)","\$1.50/hr for 1st hr, \$0.75 for next subsequent 30min from 6am to 6pm",\$2.50/entry from 6pm to 6am the following day,Charges same as weekdays,\$2.50/entry from 6am to 6am the following day,"<b>Carpark: </b>NTUC Income Tampines Point
<b>Address: </b>2 Tampines Central 6, S(529483)
<b>Mon-Fri before 5/6pm: </b>\$1.50/hr for 1st hr, \$0.75 for next subsequent 30min from 6am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$2.50/entry from 6pm to 6am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.50/entry from 6am to 6am the following day",529483,0.023615020364476595,1.8141346864172938,"(0.023615020364476595, 1.8141346864172938)"
NTUC Prinsep House,"30 Prinsep Street, S(188647)",\$1.25/30min from 7am to 5.59pm,"\$2.80/entry from 6pm to 11.59pm, \$5.00/entry from 12midnight to 6.59am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>NTUC Prinsep House
<b>Address: </b>30 Prinsep Street, S(188647)
<b>Mon-Fri before 5/6pm: </b>\$1.25/30min from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.80/entry from 6pm to 11.59pm, \$5.00/entry from 12midnight to 6.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",188647,0.022674078458141414,1.812510657548313,"(0.022674078458141414, 1.812510657548313)"
NUS Car Park 2A - In front of Block E3A,Engineering Drive 1,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,"<b>Carpark: </b>NUS Car Park 2A - In front of Block E3A
<b>Address: </b>Engineering Drive 1
<b>Mon-Fri before 5/6pm: </b>*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm
<b>Mon-Fri after 5/6pm: </b>*Free parking from 7.31pm to 8.29am the following day
<b>Sat: </b>*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day
<b>Sun/ Public Holiday: </b>*Free parking whole day from 8.30am to 8.29am the following day",Drive ,0.022698122113916887,1.8111548927666807,"(0.022698122113916887, 1.8111548927666807)"
Costa Sands Resort (Downtown East),"1 Pasir Ris Close, S(519599)","\$0.024/min from 12.01am to 4.59pm, maximum charge of \$12.50/day from Mon to Thurs (except School/Public Holidays and Eve of Public Holidays)","\$2.40/entry from Mon to Thurs, \$3.40/entry on Fri to Sun and eve of public holidays from 5pm to 12midnight","\$0.024/min from 12.01am to 4.59pm, maximum charge of \$16/day from Fri to Sun, eve of public holidays and gazette School Holidays","\$0.024/min from 12.01am to 4.59pm, maximum charge of \$16/day from Fri to Sun, eve of public holidays and gazette School Holidays","<b>Carpark: </b>Costa Sands Resort (Downtown East)
<b>Address: </b>1 Pasir Ris Close, S(519599)
<b>Mon-Fri before 5/6pm: </b>\$0.024/min from 12.01am to 4.59pm, maximum charge of \$12.50/day from Mon to Thurs (except School/Public Holidays and Eve of Public Holidays)
<b>Mon-Fri after 5/6pm: </b>\$2.40/entry from Mon to Thurs, \$3.40/entry on Fri to Sun and eve of public holidays from 5pm to 12midnight
<b>Sat: </b>\$0.024/min from 12.01am to 4.59pm, maximum charge of \$16/day from Fri to Sun, eve of public holidays and gazette School Holidays
<b>Sun/ Public Holiday: </b>\$0.024/min from 12.01am to 4.59pm, maximum charge of \$16/day from Fri to Sun, eve of public holidays and gazette School Holidays",519599,0.02406957216953675,1.8143594499183655,"(0.02406957216953675, 1.8143594499183655)"
Plaza Singapura,"68 Orchard Road, S(238839)","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 12midnight to 5.59pm the following day on Mon to Fri","\$2.57/entry from 6pm to 11.59pm from Mon to Thur, \$2.57/entry from 6pm to 2.59am the following day on Fri and Eve of PH","\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 2.59am the following day","\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 11.59pm","<b>Carpark: </b>Plaza Singapura
<b>Address: </b>68 Orchard Road, S(238839)
<b>Mon-Fri before 5/6pm: </b>\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 12midnight to 5.59pm the following day on Mon to Fri
<b>Mon-Fri after 5/6pm: </b>\$2.57/entry from 6pm to 11.59pm from Mon to Thur, \$2.57/entry from 6pm to 2.59am the following day on Fri and Eve of PH
<b>Sat: </b>\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 2.59am the following day
<b>Sun/ Public Holiday: </b>\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 11.59pm",238839,0.022707012821126547,1.8124443350367372,"(0.022707012821126547, 1.8124443350367372)"
PARKROYAL on Beach Road,"7500A Beach Road, S(199591)","\$2.50 for 1st hr, \$3.00 for next subsequent hr from 7am to 5pm",\$2.50/entry from 5pm to 7am the following day,"\$2.50 for 1st hr, \$3.00 for next subsequent hr from 7am to 1pm, \$2.50/entry from 1pm to 7am the following day",\$2.50/entry from 7am to 7am the following day,"<b>Carpark: </b>PARKROYAL on Beach Road
<b>Address: </b>7500A Beach Road, S(199591)
<b>Mon-Fri before 5/6pm: </b>\$2.50 for 1st hr, \$3.00 for next subsequent hr from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.50/entry from 5pm to 7am the following day
<b>Sat: </b>\$2.50 for 1st hr, \$3.00 for next subsequent hr from 7am to 1pm, \$2.50/entry from 1pm to 7am the following day
<b>Sun/ Public Holiday: </b>\$2.50/entry from 7am to 7am the following day",199591,0.022685475458156936,1.8127104628410813,"(0.022685475458156936, 1.8127104628410813)"
